# Akram-ut-Tarajum — complete official Quran translation corpus
# Source: https://www.naqshbandiaowaisiah.org/quran
# Format: surah:ayah<TAB>Urdu<TAB>English
001:001	شروع اللہ کے نام سے جو بڑے مہربان نہایت رحم کرنے والے ہیں -	Beginning with the Name of Allah, Who is Very Kind, Extremely Merciful.
006:140	یقیناً جن لوگوں نے اپنی اولادوںکو بغیر جانے (علم کے)بیوقوفی سے مار ڈالا اور اللہ پر جھوٹ بول کر اس کی عطا کی ہوئی روزی کو حرام ٹھہرایا وہ بہت گھاٹے میں رہے یقیناً وہ گمراہ ہوئے اور ہدایت پانے والے نہیں ہیں۔	Indeed, those people incurred a great loss who foolishly killed their children without understanding (knowledge) and declared the sustenance granted by Him as forbidden by inventing a lie against Allah. They surely went astray and are not the ones to find guidance.
006:141	اور وہی ذات ہے جس نے باغات پیدا فرمائے جو چھتریوں پہ چڑھائے جاتے ہیں اور چھتریوں پر نہیں بھی چڑھائے جاتے اور کھجوریں اور مختلف قسم کے کھانے کی چیزیں کھیتوں میں اور زیتون اور انار جو (بعض اوصاف میں )ملتے جلتے ہیں اور (بعض میں )نہیں ملتے۔ جب پھل لائیں تو ان کے پھل کھاؤ اور جس دن انہیں توڑنے لگو تو ان (غرباء)کا حق بھی ادا کرو اور بے جانہ اڑاؤ یقیناً وہ بے جا اڑانے والوں کو دوست نہیں رکھتا۔	And He is the Being, Who produced Gardens, those that are grown on frames and also those that are not grown on frames, and dates and various edible items in crops and olives and pomegranate, similar (in some properties) and dissimilar (in some). Eat of their fruit when they bear fruit, and also give the (poor) their due on the day of harvest, and do not squander away; surely, He does not befriend the squanderers.
006:142	اور مواشی بوجھ اٹھانے والے (بڑے قد کے)اور زمین سے لگے ہوئے (چھوٹے قد کے پیدا فرمائے)جو اللہ نے تمہیں رزق دیا ہے اس میں سے کھاؤ اور شیطان کے نقش قدم پر مت چلو۔ بے شک وہ تمہارا کھلا دشمن ہے۔	And (He created the tall) beasts of burden and those touching the ground (the short sized). Eat of the sustenance that Allah has provided you, and do not follow in the footsteps of the Shaitan. Without doubt, he is your open enemy.
006:143	آٹھ جوڑے ہیں (بڑے چھوٹے)بھیڑ میں سے دو اور بکری میں سے دو (ایک نر ایک مادہ)فرمائیے کہ کیا دونروں کو حرام کیا ہے یا دو مادہ کو یا اس بچہ کو جس کے دونوںمادہ اپنے پیٹوں میں لئے ہوئے ہیں اگر تم سچے ہو تو مجھے علم (سند)سے بتاؤ۔	There are eight pairs (large and small): two from the sheep and two from the goat (one male and one female). Say, ‘Have the two males been forbidden or the two females, or the foetus that both the females are carrying in their bellies? Inform me with knowledge (authority) if you are truthful.’
006:144	اور اونٹ میں سے دو اور گائے میں سے دو۔ فرمائیے کیا دو نروں کو حرام کیا ہے یا دو مادہ کو یا جو بچہ دونوں ماداؤں کے پیٹوں میں ہے۔ کیا تم اس وقت موجود تھے جب اللہ نے تم کو اس کاحکم دیا تھا تو اس سے بڑا ظالم کون ہوگا جو اللہ پر جھوٹ باندھے تاکہ بغیر علم کے لوگوں کو گمراہ کرے۔ یقیناً اللہ ظالم (غلط کار)لوگوں کو ہدایت نہیں فرماتے۔	And two from the camel and two from the cow. Say, ‘Have the two males been forbidden or the two females or the foetus in the bellies of both the females? Were you present when Allah commanded you this?’ Then, who is a greater wrongdoer than the one who fabricates a lie against Allah so as to lead people astray without knowledge? Assuredly, Allah does not guide the unjust (wrongdoers).
006:145	آپ فرما دیجئے کہ میرے پاس جو وحی کی گئی ہے میں اس میں تو کوئی (چیز)حرام نہیں پاتا جس کوکھانے والے کھائیں سوائے اس کے کہ مردار ہو یا رگوں سے بہتا ہوا خون یا سورکا گوشت پس وہ یقیناً ناپاک ہے یا سخت گناہ کی چیز ہو کہ اس پر اللہ کے سوا کسی اور کا نام لیا گیا ہو (یعنی ناجائز ذبیحہ)پس اگر کوئی مجبور ہوجائے کہ نہ تو نافرمانی کرے اور نہ حد سے گزرے تو یقیناً آپ کا پروردگار بخشنے والا مہربان ہے۔	Say, ‘I do not find in what has been revealed to me (anything) forbidden for eating to eaters except that it be dead or blood flowing from the blood vessels or the flesh of swine, for that is certainly foul, or something greatly sinful on which the name of other than Allah has been pronounced (meaning unlawful slaughter). But if someone becomes helpless, neither disobeying nor transgressing, then your Rabb is indeed Forgiving, Merciful.
006:146	اور یہود پر ہم نے تمام ناخن والے جانور حرام کردیئے تھے اور گائے اور بھیڑ بکری میں سے ان دونوں کی چربیاں ان پر حرام کردیں سوائے اس کے جو ان کی پیٹھ پر ہو یا انتڑیوں سے یا ہڈی سے لگی ہو یہ ہم نے ان کوان کی سرکشی کی سزا دی تھی اور بے شک ہم سچے ہیں۔	And to the Jews We had forbidden all animals with claws, and had forbidden the fat of both the cow and the sheep and goat except that which is on their backs or attached with their intestines or bones. This We had given them as punishment for their rebellion, and without doubt, We are the Truthful.
006:147	پھر اگر یہ لوگ آپ کی تکذیب کریں تو فرما دیجئے کہ آپ کا پروردگار وسیع رحمت والا ہے اور اس کا عذاب مجرم لوگوں سے نہ ٹلے گا۔	Then if these people belie you, say, ‘Your Rabb is the Owner of Ample Mercy, and His torment will never be averted from the criminals.’
006:148	عنقریب مشرک لوگ کہیں گے کہ اگر اللہ چاہتے تو ہم شرک نہ کرتے اور نہ ہمارے آباؤ اجداد اور نہ ہم کسی چیز کو حرام کہتے اسی طرح ان لوگوں نے تکذیب کی تھی جو ان سے پہلے تھے یہاں تک کہ ہمارے عذاب کا مزہ چکھ کر رہے۔ فرما دیجئے کہ کیا تمہارے پاس کوئی علم (سند)ہے تو اسے ہمارے سامنے لاؤ تم تو محض خیالی باتوں پر چلتے ہو اور تم محض خیال (اٹکل)سے باتیں بناتے ہو۔	Soon the polytheists will say, ‘Had Allah willed, neither we nor our forefathers would have practised polytheism, nor would we have declared anything forbidden.’ The people before them had similarly belied till they finally savoured the taste of Our torment. Say, ‘If you have any knowledge (authority), then produce it before us. You follow only imaginary thoughts and concoct imaginary tales (speculation).’
006:149	آپ فرمادیجئے کہ اللہ ہی کی دلیل غالب ہے سواگر وہ (اللہ) چاہتے تو تم سب کو ہدایت فرمادیتے۔	Say, ‘It is Allah’s Argument that is final. Had He (Allah) so willed, He could have guided you all.’
006:150	فرمائیے اپنے گواہوں کو لاؤ جو یہ گواہی دیں کہ اللہ نے یہ چیزیں حرام کی ہیں پھر اگر وہ گواہی دیں تو آپ ان کے ساتھ گواہی نہ دیں اور ان لوگوں کے خیالات کی پیروی نہ کریں جنہوں نے ہمارے دلائل کو جھٹلایا ہے اور وہ لوگ جو آخرت پر ایمان نہیں لاتے اور وہ (بتوں کو) اپنے پروردگار کے برابر ٹھہراتے ہیں۔	Say, ‘Bring your witnesses, who testify that Allah has forbidden these things.’ Then, if they testify, do not testify along with them. And do not follow the desires of those who have belied Our Proofs and those who do not believe in the Hereafter and they consider (idols) equal to their Rabb.
006:151	فرمائیے آؤ میں تم کو پڑھ کر سناؤں جو تمہارے پروردگار نے تم پر حرام کیا ہے کہ اس (اللہ)کے ساتھ کسی شے کوبھی شریک نہ بناؤ اور ماں باپ کے ساتھ احسان کرو اور افلاس (کے ڈر)سے اپنی اولاد کو قتل نہ کرو کہ ہم روزی دیتے ہیں تم کو اور ان کو (بھی)اور بے حیائیوں کے قریب مت جاؤ جو ان میں سے ظاہرہوں اور جو چھپی ہوئی ہوںاور کسی جان (والے)کو قتل نہ کرنا جس سے اللہ نے منع فرمایا ہو مگر جائز طور پہ (جس کا شرع حکم دے)(اللہ)ان باتوں کا تم کو (تاکیدی)حکم کرتے ہیں تاکہ تم سمجھو۔	Say, ‘Let me recite to you what your Rabb has forbidden to you: that you do not associate anything (as partner) with Him (Allah) and do good to parents and do not kill your children (for fear) of poverty,’ for, We provide sustenance for you and also for them, ‘and do not go near immoralities - those among them that are open and those that are hidden, and do not kill a living (being), which Allah has forbidden, except lawfully (as enjoined by the Shari‘ah). (Allah) commands you these matters (emphatically), so that you understand.
006:152	اور یتیم کے مال کے پاس بھی مت جاؤ مگر بہتر طریقے سے یہاں تک کہ وہ اپنی جوانی کو پہنچے۔ اور ناپ اور تول انصاف کے ساتھ پورا کرو ہم کسی کواس کی طاقت سے بڑھ کر تکلیف نہیں دیتے اور جب بات کرو تو انصاف کرو خواہ وہ قریبی رشتہ دار ہی ہو۔ اور اللہ سے کیا ہوا وعدہ (عہد)پورا کرو۔ (اللہ نے)تم کوان سب کا (تاکیدی)حکم دیا ہے تاکہ تم یادرکھو۔	And do not even go near the property of an orphan except in a befitting manner, till the time he reaches maturity, and weigh and measure fully and justly.’ We do not burden anyone beyond his capacity. ‘And when you speak, be fair, even though he be a near relative, and fulfil your promise (pledge) with Allah. (Allah has) commanded all these (emphatically), so that you remember.
